Герой мого часу,2018,Comedy,6.6
Pray for Ukraine,2015,Documentary,5.7
Gulliver returns,,Adventure,
The Conference,2014,Documentary,2.3
Zaryazhennie,,Comedy,
After,2016,Short,
Schopenhauer schizophrenia,2017,Drama,8.3
Sweding: Boss in the gym,2018,Short,
Мандрагора,2015,Short,6.8
Для домашнього огнища,1992,Drama,7.8
Кохання,2019,Animation,8.7
Chekhovskie motivy,2002,Comedy,6.8
Blizko k serdtsu,,Drama,
Урок магії,2017,Adventure,6.0
В.Сильвестров,2020,Documentary,
Клятва,2008,Short,6.7
Не зарікайся,,Romance,
Artist,,Drama,
Між рядками,2019,Short,
Na tvoey storone,,Drama,
The History of the Hands,2016,Documentary,
Lyubov s oruzhiem,,Crime,5.8
Tsvety dozhdya,,Drama,
Портрет на тлі гір,2019,Documentary,8.7
Never Lose Hope,,Drama,
Verdict 19,2019,Documentary,8.9
Grechanka,,Romance,7.4
Story of R32,2014,Short,6.3
Gornichnaya,,Romance,
Чужа молитва,2017,Biography,7.5
S.T.A.L.K.E.R.: Clear Sky,2008,Action,7.7
Doroga domoy,,Drama,
Віталька,,Comedy,3.4
Krasnye braslety,,Drama,5.4
Дім,2016,Short,7.1
Hunger for Truth,2017,Documentary,
Помин,2013,Short,7.4
Казка старого мельника,2020,Family,
Маруся,2016,Short,9.5
Instagram,2015,Short,
Ілюзія страху,2008,Thriller,6.2
Potap & Nastya: Vnature,2007,Short,
Krov angela,,Drama,
Ніч Святого Валентина,2016,Comedy,5.7
Kyivska istoria,2017,Short,
Останній москаль,,Comedy,6.4
Лобановський назавжди,2016,Documentary,8.0
Кисневий голод,1992,Drama,7.4
Il ritorno del maestro (Return of the Master),2018,Short,2.8
Трубач,2014,Family,7.4
Nameless Nobody,2013,Drama,5.4
Loli Kali Shuba,2013,Documentary,
Zhenskiy doktor,,Drama,6.5
Tera,2018,Drama,5.8
"Everything, nothing and something else",2020,Comedy,
Dobrovoltsy,,Drama,
Den lyubvi,1990,Action,5.2
Shadow Warrior,2015,Documentary,
Дорога,2013,Short,7.1
Без тебе,2016,Short,7.2
Ameriken boy,1992,Action,5.8
Кров'янка,2016,Short,8.5
Гідра,2019,Documentary,5.4
Chernobyl. 1986.04.26 P.S.,,Documentary,
On the mind,2019,Short,
E.W.A,2016,Short,6.2
Vedro,,Comedy,3.5
Острів любові,,Drama,8.1
Час хризантем,2017,Drama,7.2
Чуже життя,,Drama,
Roxelana,2021,Animation,
Optimus Gang,,Comedy,8.4
2020. Безлюдна країна,2018,Fantasy,6.4
Tochka U,2020,Short,
Vkus schastya,,Drama,
The Floor is Lava,2019,Short,7.6
Vskrytiye pokazhet,,Crime,
Міна,2015,Short,
Аметистова сережка,,Drama,
Pick Your Side,,Drama,
The Born Defecation,2012,Short,1.9
MTV Made UA,,Reality-TV,
Khromiye vnidut pervymi,1993,Drama,6.4
Знайда,1992,Animation,
Сквот32,2019,Drama,5.4
Vecherniy Kvartal,,Comedy,6.2
Панорама,2016,Documentary,
Shlakoblok,2017,Adventure,6.6
S volkami zhit,,Drama,
The Kitchen Show: Let's Cooking!!!,2019,Short,
Живі,2009,Documentary,9.4
Kto ty?,,Crime,
Flowers dancing in the rain,2015,Short,
Koroleva benzokolonki 2,2004,Comedy,2.7
Labyrinth,,Drama,
"Снігове кохання, або Сон у зимову ніч",2003,Drama,5.8
Elbrus Together,2019,Documentary,
Merry-Go-Round,2017,Short,8.2
Dustards,2016,Documentary,8.2
Blesscode,2013,Short,
Сім сорок,1992,Comedy,3.5
Beloved,2017,Short,
Robokop,,Animation,2.1
Зерно,2016,Short,
Mama moey docheri,,Drama,
Mamochki,,Comedy,
Провідниця,,Drama,
Дорога в нікуди,1992,Drama,5.4
Зимове весілля,2004,Drama,7.0
Присмерк,2014,Documentary,8.4
Німфо,2013,Short,6.3
Bol chuzhoy poteri,,Action,
На ножах,,Reality-TV,
5 терапія,2017,Drama,7.2
Before It's Too Late,,Drama,
Політ золотої мушки,2016,Comedy,7.3
Tsentralnaya bolnitsa,,Romance,
Шлях до гір,2019,Documentary,
Dr.Baby Dust 4,,Drama,
Ломбард,2013,Comedy,6.7
Алкоголічка,2013,Short,7.1
Штольня,2006,Horror,4.1
The Prisoners Dilemma,2012,Short,2.1
Ishchu zhenu s rebyonkom,,Romance,7.3
Зірка шерифа,1992,Crime,7.2
Phantom,,Crime,
Maruv: Siren Song,2019,Short,4.6
Prestuplenie v fokuse,,Crime,
Бабай,2014,Animation,3.9
Novogodnie svaty,2011,Comedy,5.6
Bayki Mityaya,,Comedy,5.8
Trava pod snegom,,Drama,4.8
Seraphyma,,Mystery,
Skazochnaya Rus,,TV Series (2012– ),5.2
Angely voyny,,Drama,8.6
Пуповина,2019,Animation,6.9
Понеділок п'ятниці,,Documentary,
Випуск '97,2017,Short,7.9
Vlyublyonnye zhenshchiny,,Drama,4.0
Trouble Nubble Gum,2022,Animation,
Sosedi po razvodu,2013,Comedy,
У Манчестері йшов дощ,2015,Short,6.8
Цвях,2016,Short,8.3
Куміте,2009,Documentary,8.0
Be My Shadow,,Drama,
Sprosite u oseni,,Drama,
Balerina,,Drama,
Serdtse sledovatelya,,Crime,
Так закінчилось літо,2013,Short,8.4
Chuvstvitelnyy militsioner,1992,Comedy,6.3
Казка про гроші,2018,Fantasy,7.2
"Крим, як це було",2016,Documentary,6.7
Війна химер,2017,Documentary,8.4
У нашій синагозі,2019,Short,7.8
Коли ми вдома,,Comedy,6.5
Chempiony iz podvorotni,,Drama,5.1
It's Never Too Late,,Drama,
Посттравматична рапсодія,2018,Fantasy,7.6
Selo na million,,Comedy,
Вітчим,2007,Drama,3.6
"Вперед, за скарбами гетьмана!",1993,Comedy,8.0
#Babylon'13,2014,Documentary,7.8
The Last Shift,2005,Documentary,7.7
Східняк,2019,Drama,4.7
Королі палат,,Comedy,
Ver mne,,Drama,
Neispravimye,,Crime,7.4
Дві матері,,Drama,
Капітан Крокус,1991,Adventure,8.8
How Can Education Best Prepare You for Your Future?,2016,Short,
The Fairy Stories. Essence of Care,2013,Adventure,
Chrysanthemum Day,,Drama,
Їжу подано!,2006,Comedy,7.0
Вдосвіта,2008,Short,
Глухота,2010,Short,5.6
Євробачення 2005,2005,Music,6.6
Odessa-mama,,Crime,6.0
11 дітей з Моршина,2018,Comedy,4.7
The Man with Golden Hands,2004,Short,
NikitA: Искусаю,2011,Short,
Garden of Eden,,Comedy,
Карпатський рейнджер,,TV Series (2020– ),
Arfa dlya lubimoy,2008,Romance,
Dve zhizni,,Crime,
Under Construction,,Comedy,1.4
Поза зоною,2018,Short,
Дорослий,2019,Short,8.1
Doroha na Sich,1995,Drama,8.0
Mirazh,,Drama,
Між пеклом і раєм,2017,Documentary,9.5
Зелена кофта,2013,Drama,6.7
The Coffee Translation,,Comedy,2.3
Under the Sun,2016,Drama,
Sickfuckpeople,2013,Documentary,7.6
Follow Your Heart,,Drama,
Настя Каменских: Пoпа как у Ким,2019,Short,
F 63.9 Хвороба кохання,2013,Comedy,6.0
Family Portrait in Black and White,2011,Documentary,7.3
Suvenir iz Odessy,,Crime,
Totally Fake Tale,,Adventure,
День незалежності,2012,Short,
Solnechnyy noyabr,,Drama,
Hudshaya podruga,,Comedy,
Egregor,,Action,
Чотири листи фанери,1992,Crime,
Такі красиві люди,2013,Drama,8.0
The silence of the river,,Comedy,
Raduga v nebe,,Drama,
Perekrestki,,Drama,
Людина з фотоапаратом,2019,Short,7.3
Khirurgiya. Territoriya lyubvi,,Drama,
Креденс,2013,Drama,7.0
Поки не стане чорним,2019,Animation,7.0
Лиса Гора,2018,Horror,5.4
Synthetic Love,2019,Short,
NikitA: Avocado,2012,Short,4.7
"Манливий, солодкий, без меж, або Пісні і танці про смерть",2017,Documentary,8.4
The Pillars of Heaven,2017,Documentary,
Москаль-чарівник,1995,Comedy,
Козаки йдуть,1991,Adventure,
Державна установа,2018,Short,
God sobaki,,Drama,
Декілька любовних історій,1994,History,5.4
Черговий лікар,,Drama,
The Ark,2019,Short,
The Three of Us,,Drama,
Світло зі сходу,2005,Documentary,
Тепер я буду любити тебе,2015,Comedy,6.4
The Post,,Comedy,
Kladovaya zhizni,,Drama,
Errors in Geography: Fat Duck Surprise,2015,Short,3.6
Krovnaya mest,,TV Mini-Series,
Vmeste navsegda,,Action,8.4
Morena,,Mystery,
DepeshMod,2013,Comedy,
Dom na kholodnom klyuche,,Crime,
Явних проявів немає,2018,Documentary,8.1
"Tot, kto ne spit",,Crime,
Затамувавши подих,2018,Short,6.7
Марго,2018,Short,
Manifest 2017,2017,Drama,
Порядна львівська пані,2019,Short,7.4
Порно з вбивством,2018,Comedy,
Smertelno zhivoy,2015,Crime,6.9
Carol of the Bells,,Drama,
Шеф-кухар країни,,Talk-Show,
Сiмейнi мелодрами,,Drama,
Холодний Яр. Інтро,2016,Documentary,
Сорочинський ярмарок,2004,Comedy,5.9
Звичайна справа,2012,Comedy,6.9
Готель Едельвейс,2019,Comedy,
"Film Anthology Everything starts in Kyiv, novel May",2018,Short,
Чорна рада,,Drama,
"В радості, і тільки в радості",2018,Short,8.4
PP Studio: 12 Years,2019,Short,7.2
Dochki-Machekhi,,Drama,
Jasmine Lingerie AW2018 Kiev Fashion,2018,Short,
Vremya i Steklo: Imya 505,2015,Short,4.8
Surrogatnaya mat,,Drama,
Zoya,,Drama,
Лист Тарковському,2016,Documentary,8.7
Куклы Клауса: Дринк-Блюз,2007,Short,
Zabud i vspomni,,Drama,
Shusha,,Drama,
Будиночок на щастя,,Comedy,
Попутник,2021,Short,
Тигролови,1994,Drama,7.9
Lyublyu i tochka 3D,2011,Comedy,
Письмо в Америку,1999,Short,6.8
Mia Donna,2018,Short,7.8
Причинна,2017,Animation,8.2
Гетьман,2015,Drama,6.6
Krasivoe video edy iz stolovok,2016,Short,4.8
Двері,2017,Short,
Інцидент,2006,Short,5.8
Ya tebya naydu,,Crime,
Once Upon a Time in Ukraine: The War,2016,Drama,
Подорожні,2005,Short,6.6
Confession of the Vampire,2020,Animation,
Dikiy tabun,2003,Action,6.3
V posledniy raz proshchayus,2017,Drama,
A Long Way to Happiness,,Drama,
Shine Like a Star,2010,Animation,
Слово,2018,Short,6.7
Lyubov pod mikroscopom,,Drama,
Errors in Geography: Geodesy - Irpen Inspires 2B Creative,2016,Short,
Neotpravlennoe pismo,,Drama,
Nos,2012,Short,4.3
Перша ніч,2017,Short,
Gypsy Girl,,Drama,
Колір фасаду: синій,2019,Documentary,7.2
Мама поспішає додому,,Animation,
Cycle,2016,Short,
Moro,2019,Documentary,8.9
Metanoya,2018,Crime,
Esli by da kaby,2016,Comedy,4.4
Lyubovi stane na vsikh,2016,Drama,
Erotica: Fashion Film,2016,Short,
Need a cab?,,Crime,
Iskushenie,,Drama,
Master When,,Adventure,2.2
Тарас. Повернення,2019,Action,6.8
NK x Juan Magan: Lollipop,2020,Short,
Egg Cetera,,Comedy,1.5
Ленінопад,2017,Documentary,8.1
Vtoraya zhizn,,Drama,
Біля річки,2007,Drama,6.8
Син,2015,Short,
Zhenskaya intuitsiya 2,2005,Romance,5.4
The Plant,2020,Documentary,
Rassmeshi komika,,Comedy,5.9
Мийники автомобілів,2001,Drama,7.2
Beloved Children,,Drama,
Umbrella-Sky,2021,Drama,
Watching Me,,Comedy,2.7
Zhena po obmenu,,Comedy,
ПЖ,2018,Documentary,10
На краю,2018,Short,
Дитячий пісенний конкурс Євробачення 2009,2009,Family,5.3
Devushka s persikami,,Romance,
Все палає,2014,Documentary,7.9
Otrechenie,,Action,
Valley of Heroes,,Fantasy,
Голос трави,1992,Drama,7.4
Kheppi pipl,2006,Comedy,5.4
Groza nad Rusyu,1992,Drama,7.9
Wonderwall,2018,Short,
Serdtsu ne prikazhesh,,Drama,
Punitive psychiatry,2014,Animation,8.4
Nikolay Yeriomin's Pintus,2017,Short,2.3
Podruga osobogo naznacheniya,,Crime,6.1
Gorod vlyublennikh,,Romance,
Дельта,2017,Documentary,7.6
Papanki,,Comedy,
Alpinist,2008,Drama,5.3
Я і є Вона,2014,Short,7.9
Будинок Надії,,Crime,
Ідеальна сім'я,2019,Short,
Бранці,2016,Documentary,7.7
"Місто, в якому не ходять гроші",2018,Drama,7.3
Знебарвлена,2019,Short,7.4
Lost Lands 7,2020,Fantasy,
Strashnaya krasavitsa,2012,Romance,6.8
Na krayu lyubvi,,Drama,
Дощ,2007,Short,8.8
Dreaming of Eli Silverman,2017,Short,
CAPTUM (lat. Полон),2015,Drama,
My ye... My poruch,2020,Drama,
8 mm Marta,2015,Short,1.9
"Господи, прости нас грішних",1992,Drama,5.8
Кафе на Садовій,,Drama,
Podari mne zhizn,,Drama,
Halloween Story,,Comedy,
Davay potseluemsya,,Comedy,
SBU. Spetsoperatsiya,,Crime,
Zhenskaya intuitsiya,2004,Drama,6.0
Чисто NEWS,,Comedy,
Із зав'язаними очима,,,
Майже 10.000 виборців,2018,Documentary,
Роздiловi Наживо,2019,Documentary,8.2
Агенти справедливості,,Crime,
Zhenskie slyozy,2006,Romance,6.6
Тил,2016,Short,
Carbon,2018,Short,
Відлига,2008,Romance,4.8
Water of Life,,Drama,
Silver Lands. The Chronicles of Carpatho-Ukraine 1919-1939,2012,Documentary,
Зірки в опері,,Music,
"Мамо, я льотчика люблю",2012,Drama,
Errors in Geography: Leaving Donetsk (To Live in Donetsk),2015,Short,3.3
Yasenova,2019,Documentary,10
Priklyucheniya v tridesyatom tsarstve,2010,Family,2.0
Doch Bayanista,2012,Romance,
Legenda. Lyudmila Gurchenko,2011,Biography,
Esli ty menya slyshish,2007,Family,
Overturn,,Action,5.2
Вінчання зі смертю,1992,Drama,7.2
Mannequins,2014,Short,
Цвяхи,2018,Short,6.0
Zhenskiy doktor 2,,TV Series (2013– ),5.2
Ivan Dorn: OTD,2017,Short,
Za dvumya zaytsami,2003,Comedy,5.4
Вихідний,2018,Documentary,
Zatmenie,,Drama,
Errors in Geography: Really Old,2017,Short,5.0
Na kachelyakh sudby,,Drama,
Life Span of the Object in Frame,2012,Documentary,6.5
Risky Boys,2018,Short,
Найближчі до Бога,2016,Documentary,9.3
Sdaetsya domik u morya,,Comedy,
Sweet Sixties,2008,Documentary,
Top Model po-ukrainsky,,Reality-TV,
Віддалік,2015,Short,6.1
Uljanenko uncensored,,Documentary,
Дріфтер,2011,Short,7.3
Unforgotten. Myroslava,2018,Documentary,9.4
Позднее раскаяние,,Drama,5.3
Монах,2018,Animation,6.8
Rebyonok k noyabryu,1992,Comedy,5.8
LAWSUITS. OFFENSE AND PENALTY,,Reality-TV,
V plenu u lzhi,,Crime,
Something Remotely Beautiful,2016,Short,
Луна-Одеса,2007,14 October 2007 (Ukraine),
Hutorskie strasti,2008,Comedy,3.3
Какофонія Донбасу,2018,Documentary,5.2
Sosedi,,TV Series (2010– ),
Чоловіча робота,2015,Short,7.0
Golos angela,,Drama,
Ten lyubvi,,Drama,
Градус чорного Місяця,1992,Action,6.2
Леся+Рома,,Comedy,7.7
100 Years in Search of Solitude,2000,Short,
Obmani sebya,,Comedy,
Співачка Жозефіна і мишачий народ,1994,Drama,7.0
Будинок 'Слово',2017,Documentary,8.1
Splatter,2012,Horror,5.2
You Touch My Heart,,Drama,
Printsessa na bobakh,1998,Drama,6.0
Шлях мерця,,Horror,
Salat Kaligula,2015,Short,2.0
The Stendhal Syndrome. Or not. I don't know.,2019,Short,
Голлівуд над Дніпром. Сни з Атлантиди,2014,Documentary,9.2
Nosorog,,Drama,
Naslednitsa ponevole,,Drama,
Apple Garden,2017,Short,
Діагноз,2009,Short,6.3
Листопад,2014,Short,8.1
Kontrakt,2009,2009 (Ukraine),
Невиданний альбом,1991,Documentary,
Стамбульський транзит,1993,Action,4.9
From Now on,2019,Short,
Kholostyak,,Comedy,4.0
Za vitrinoy,,Drama,
Kole dlya snezhnoy baby,2007,Romance,
Зустріч однокласників,2019,Comedy,5.3
Oboroten v pogonakh,2013,Crime,
Перша сотня,2018,Documentary,8.7
Крокодил,2018,Short,5.4
Євромайдан. Чорновий монтаж,2014,Documentary,8.2
Tayna villy,1992,Drama,6.0
Вечірня казка з Дідом Панасом,,Talk-Show,
Vystrel v grobu,1992,Comedy,3.6
Тредичіно,1993,Animation,
Платон Ангел,2011,Drama,7.5
